"ID","F-number","JH-number","Object number","Dimensions","Provenance","artist","Edition","designer","printmaker","printer"
"d0775M1982","F1135","JH0468","d0775M1982","40.2 cm x 54.2 cm","With his brother Theo van Gogh, Paris, after March 1884; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; sold by Jo van Gogh-Bonger at the exhibition Rotterdam, Rotterdamsche Kunstkring (Tentoonstelling van teekeningen van Vincent van Gogh) cat.28 (Gezicht op de pastorietuin te Nuenen) to J.J. Polak, Rotterdam, for NLG 150, February 1901; after his death on 19 February 1920 inherited by his widow S. Polak-Franco Mendes, Rotterdam; after her death on 9 January 1940 inherited by her son H. Polak, Wassenaar; after his death on 6 October 1969 inherited by his widow M.M. Polak-Leyden, Wassenaar and their son M.E. Polak, Hillegom; given on loan to the Rijksmuseum Vincent van Gogh, Amsterdam, 1975-82; after the death of M.M. Polak-Leyden on 21 November 1980 with her son M.E. Polak, Hillegom; sold by M.E. Polak to the Rijksmuseum Vincent van Gogh, 1982, at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0776M1980","F0924","JH0118","d0776M1980","23.8 cm x 33.8 cm","Commissioned by the artist and sold to his uncle Cor van Gogh, Amsterdam for NLG 2,50, March 1882; sold or given to his brother-in-law Daniel Franken D.zn., Le Vesinet, after March 1882; after his death on 25 April 1898 probably returned to his brother-in-law Cor van Gogh or his son Vincent van Gogh, Amsterdam; 13-15 May 1902 sale The Hague, Nijhoff en De Vries (Catalogue dune belle collection deaux-fortes modernes, gravures anciennes, dessin anciens [...]), lot 439 (Vue sur la fabrique de gaz a La Haye), remained unsold; H.P. Bremmer, The Hague, before 1911; after his death on 10 January 1956 inherited by his son R. Bremmer, The Hague; sold by R. Bremmer through Kunsthandel Monet, Amsterdam to the Rijksmuseum Vincent van Gogh, 1980, at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0777V1980","NA00000","NA00000","d0777V1980","29.1 cm x 22.5 cm","Possibly a gift of Mrs. H. Kroller-Muller, The Hague to L.J. Falkenburg, The Hague, after 1910; after his death on 15 March 1942 inherited bij his widow R. Falkenburg-van der Woude, Bilthoven; after her death on 22 October 1959 inherited by her son J.W. Falkenburg, Brielle/Delft; sold by J.W. Falkenburg to the Vincent van Gogh Foundation, Amsterdam, October 1980; on permanent loan to the Rijksmuseum Vincent van Gogh and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0778M1981","F0912","JH0318","d0778M1981","33.8 cm x 25.7 cm","Gift to C. Henny, The Hague, on his retirement as director of the insurance company De Nederlanden van 1845, 1918; after his death on 15 March 1944 inherited by his widow M. Henny-de Maillard de la Sudrie, Beaumont du Perigord; after her death on 31 July 1965 inherited by her daughter A. Cohen Tervaert-Henny, Zeist; gift by A. Cohen Tervaert-Henny to the Rijksmuseum Vincent van Gogh, February 1981; at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0783V1972","F1020a","JH0330","d0783V1972","56.5 cm x 44.4 cm","Sent by the artist from The Hague to his brother Theo van Gogh, Paris, 4 March 1883; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; sold by Jo van Gogh-Bonger to Kunsthandel Artz en De Bois, The Hague for NLG 1.200, November 1912; Kunsthandel J.H. de Bois, Haarlem, 1918; Kunstzaal dAudretsch, The Hague; Kunstzalen Unger en Van Mens, Rotterdam; Arthur Stoll, Arlesheim-Corseaux, 1953; 18 November 1972 sale Bern, Kornfeld und Klipstein (Kunstwerke aus der Sammlung Arthur Stoll), lot 81 (Die Armensuppe), bought by the Theo van Gogh Foundation, Laren for CHF 101.000; transferred to the Vincent van Gogh Foundation, Amsterdam, 1982; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0808V1986","F1032","JH0368","d0808V1986","51.0 cm x 63.5 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; given on consignment by Kees Mouwen Jr and Willem van Bakel to Kunstzalen Oldenzeel, Rotterdam; probably sold by Kunstzalen Oldenzeel to S.R. Steinmetz, Amsterdam, c. 1911; after his death on 5 December 1940 inherited by his son R.T. Steinmetz, The Hague; after his death in 1979 inherited by his widow; sale 27 March 1985 London, Sothebys (Impressionist and modern drawings and watercolours), lot 303 (Le cheval blanc), remained unsold; given in consignment by the widow Steinmetz to Kunsthandel Monet, Amsterdam; sold by Kunsthandel Monet to the Rijksmuseum Vincent van Gogh, April 1986, and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d0810M1986","F1104","JH0424","d0810M1986","31.4 cm x 42.1 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; given on consignment by Kees Mouwen Jr and Willem van Bakel to Kunstzalen Oldenzeel, Rotterdam; 3 May 1904 sale Amsterdam, Frederik Muller (Vincent van Gogh. Tableaux, aquarelles, dessins), lot 34 (Lever de soleil dans la plaine), bought by Kunsthandel Buffa, Amsterdam for NLG 62; sold by Kunsthandel Buffa to H. Gorter, Bussum, before August 1905; Kunstzaal dAudretsch, The Hague, after October 1913; G.H.E. van Suchtelen, The Hague, before 1922; after his death on 29 July 1922 inherited by his sister A.J.L. Einthoven-van Suchtelen, The Hague; Kunsthandel Huinck & Scherjon, Amsterdam by 1953; W. Weinberg, Scarsdale, by 1955; after his death on 13 FebruarY 1957, sale 10 July 1957 London, Sothebys (The highly important collection [...]. The property of the late Wilhelm Weinberg of Scarsdale, New York), lot 54 (Le lever du soleil), bought by P.J. Goldberg, London for GBP 3.200; after his death in 1969 with his widow A.E. Goldberg-Bertish, London; after her death in 1986, sale 2 December 1986 London, Christies (Impressionist and modern British paintings, drawings and sculpture. The property of the late Mrs. A.E. Goldberg), lot 127 (Le lever du soleil), bought by the Rijksmuseum Vincent van Gogh, Amsterdam for GBP 75.000, at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d1040V1994","F0876","JH0014","d1040V1994","34.5 cm x 26.1 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; given on consignment by Kees Mouwen Jr and Willem van Bakel to Kunstzalen Oldenzeel, Rotterdam; sold by Kunstzalen Oldenzeel to Hugo Tutein Nolthenius, Delft, November 1903; after his death on 13 December 1944 bequeathed to his inheritance; sold by Kunsthandel Mettes & Co., Den Haag to G.J. Nieuwenhuizen Segaar, Den Haag for NLG 1.750, 25 August 1947; after his death on 15 March 1986 inherited by his son J.W. Nieuwenhuizen Segaar, Antwerp; sold by J.W. Nieuwenhuizen Segaar to the Vincent van Gogh Foundation, Amsterdam, March 1994; on permanent loan to the Van Gogh Museum, Amsterdam.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d1123V2004","F0993","JH0254","d1123V2004","38.5 cm x 26.3 cm, 50.5 cm x 39 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; 3 May 1904 sale Amsterdam, Frederik Muller (Vincent van Gogh. Tableaux, aquarelles, dessins), lot 40 (Portrait dun paysan de Nunen (?)), remained unsold; sold by Kees Mouwen jr. en Willem van Bakel aan Kunstzalen Oldenzeel, Rotterdam, before 1909; sold by Kunstzalen Oldenzeel to F.W.R. Wentges, Rotterdam, 1909; after his death on 22 May 1944 inherited by his son R.W. Wentges, Rotterdam; after his death on 3 January 1978 inherited by his son E.W. Wentges, Rotterdam; 24 juni 2002 sale London, Sothebys (Impressionist & modern art, evening sale), lot 8 (Portrait (boekverkoper Blok)), remained unsold; sold by E.R. Wentges to the Vincent van Gogh Foundation, Amsterdam, 2004, on permanent loan to the Van Gogh Museum, Amsterdam.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d1125S2005","F0847","JHjuv12","d1125S2005","42.6 cm x 30.5 cm, 82.3 cm x 70.6 cm","Bought by H.P. Bremmer, The Hague, sometime between 1914 and 1920; after his death on 10 January 1956 with the heirs Bremmer, The Hague; with his son F. Bremmer, The Hague, c. 1960; after his death on 4 November 1981 inherited by his widow A.A. Bremmer-Hollmann, The Hague; after her death in 1989 bequeathed to her inheritance; 12 December 1990 sale Amsterdam, Christies (Impressionist and modern art from the collection of the late Mrs. A.A. Bremmer-Hollmann, The Hague), lot 254 (Jacob Meyers daughter-after Hans Holbein), bought by Blondeau Fine Art Services, Geneve for NLG 74.750; 2004 sold by Blondeau Fine Art Services to Annet Gelink Gallery, Amsterdam, 2004; sold by Annet Gelink Gallery to the Van Gogh Museum and the Kroller Muller Museum, 2005.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"d1132S2007","F1026a","JH0360","d1132S2007","25.7 cm x 33.8 cm","Private collection, Wassenaar, before 1945; bought by H.P. Bremmer, The Hague, 1945; after his death on 10 January 1956 bequeathed to his inheritance; with his son R. Bremmer, The Hague, by 1971; given on consignment by R. Bremmer to J.P. Smid, Kunsthandel Monet, Amsterdam, c. 1980; sold by R. Bremmer to J.P. Smid, Kunsthandel Monet, 1996; sold by the widow A.C.H.W. Smid-Verlee to the Van Gogh Museum, Amsterdam, 2007.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"n0546V1962v","NA00000","NA00000","n0546V1962v","34.6 cm x 45.3 cm","Unknown","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown"
"p0001V1962","F1656","JH0262","p0001V1962","57.6 cm x 42.8 cm, 51.7 cm x 36.9 cm, 44 cm x 36.2 cm","Sent by the artist from The Hague to his brother Theo van Gogh, Paris, 22 November 1882; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Unknown","four known impressions","Vincent van Gogh","Vincent van Gogh","J. Smulders & Cie"
"p0002V1962","F1655","JH0259","p0002V1962","49.9 cm x 38.8 cm, 39.1 cm x 29.2 cm","With his brother Theo van Gogh, Paris, after 17 November 1882; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Unknown","trial proof, three known impressions","Vincent van Gogh","Vincent van Gogh","J. Smulders & Cie"
"p0003V1962","F1657","JH0266","p0003V1962","56.9 cm x 28 cm, 42.8 cm x 27 cm","Gift of the artist to Antoine P. Furnee, The Hague, November 1882; after his death on 12 June 1897 inherited by his brother Antoine L.C. Furnee, The Hague; Sold by Antoine L.C. Furnee to Vincent Willem van Gogh, Laren, 1961; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam (ratified 28 December 1970); agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Unknown","three known impressions","Vincent van Gogh","Vincent van Gogh","J. Smulders & Cie"
