"ID","F-number","JH-number","Object number","Dimensions","Provenance","artist"
"s0190V1962","F0597","JH2011","s0190V1962","24.5 cm x 33.5 cm, 41.8 cm x 51 cm","With his brother Theo van Gogh, Paris, after June 1889; probably before his death on 25 January 1891 donated to his mother Anna van Gogh-Carbentus, Breda; after her death on 29 April 1907 administered by her daughter-in-law Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; after her death on 2 September 1925 with her son Vincent Willem van Gogh, Laren; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0193V1962","F0338","JH1237","s0193V1962","21.5 cm x 27.5 cm, 32.0 cm x 38.0 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, February-March 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0194V1962","F0603","JH1336","s0194V1962","33.0 cm x 46.3 cm, 48.2 cm x 61.6 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, September-October 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0196V1962","F0659","JH1850","s0196V1962","72.0 cm x 91.0 cm, 90.7 cm x 109.7 cm","Donated by the artist or his brother Theo van Gogh, Paris to Doctor Gachet, Auvers-sur-Oise, after May 1890; after his death on 9 January 1909 inherited by his son and daughter Paul and Marguerite Gachet, Auvers-sur-Oise; gift of Paul Gachet jr. to the (1st) Vincent van Gogh Foundation, Laren, May 1954; transferred by Vincent Willem van Gogh to the (2nd) Vincent van Gogh Foundation, Amsterdam, on 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0197V1962","F0310","JH1274","s0197V1962","53.7 cm x 65.2 cm, 71.5 cm x 82.5 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, sometime between mid June and mid July 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh, Laren, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0198V1962","F0687","JH1782","s0198V1962","44 cm x 33 cm, 58.5 cm x 47.5 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0199V1962","F0216g","JH1055","s0199V1962","40.8 cm x 27.1 cm, 49.1 cm x 35.5 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, February-March 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0200V1962","F0216h","JH1058","s0200V1962","41.0 cm x 32.7 cm, 49.6 cm x 41.6 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, February-March 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0201V1962","F0216j","JH1059","s0201V1962","35.3 cm x 27.2 cm, 44.0 cm x 36.0 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, mid June 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0202V1962","F0216c","JH1082","s0202V1962","33.1 cm x 40.9 cm, 41.5 cm x 49.7 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, mid June 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0257V1962","F0546","NA00000","s0257V1962","38.2 cm x 33.8 cm, 55.2 cm x 51 cm","With his brother Theo van Gogh, Paris, after December 1888; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0343V1966","F0159","NA00000","s0343V1966","47.8 cm x 34.8 cm, 62 cm x 49 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; given on consignment by Kees Mouwen Jr and Willem van Bakel to Kunstzalen Oldenzeel, Rotterdam, 1903-04; probably sold by Kunstzalen Oldenzeel to H.P. Bremmer, The Hague; after his death on 10 January 1956 bequeathed to his inheritance; sold by the inheritance to Kunsthandel Van Wisselingh, Amsterdam, 1960; 1962 sold by Kunsthandel Van Wisselingh to H.A.D. Thomas, Amsterdam; after his death in 1964 inherited by his mother D. Thomas-Mager, Amsterdam; after her death in 1965 donated to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0416N1990","F0004","JH0187","s0416N1990","36.4 cm x 51.9 cm, 50.5 cm x 66 cm","Probably left by the artist with his mother, A.C. van Gogh-Carbentus, Nuenen/Breda, sometime between November 1885 and February 1886; given in safekeeping to Janus Schrauwen, Breda, April 1888; left with Janus Schrauwen by A.C. van Gogh-Carbentus after her move to Leiden, 1889; sold by Janus Schrauwen to Jan C. Couvreur, 14 August 1902; sold by Jan C. Couvreur to Kees Mouwen Jr and Willem van Bakel, Breda, 1902-03; given on consignment by Kees Mouwen Jr and Willem van Bakel to Kunstzalen Oldenzeel, Rotterdam; sold by Kunstzalen Oldenzeel at their exhibition (Vincent van Gogh), (Bwogen zee), to G. Ribbius Peletier, Utrecht for NLG 2.500, January 1903; after his death on 10 November 1930 inherited by his widow A. Ribbius Peletier-Wijbelingh, Utrecht; after her death on 3 December 1939 inherited by her daughter A.E. Ribbius Peletier, Amsterdam/Scheveningen; after her death on 30 September 1989 her legacy in 1990 to the State of the Netherlands, for installation in the Rijksmuseum Vincent van Gogh and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
